sku,cost
60131,198.13
60132,207.20
60133,207.20
60135,225.34
60136,225.34
60137,237.49
60138,237.49
60140,41.51
60141,41.51
60145,185.41
60146,185.41
60148,227.49
60149,227.49
60151,43.66
60152,43.66
60156,376.90
60157,376.90
60161,62.18
60162,62.18
60170,223.56
60171,223.56
6050-MODULE,41.37
65016,8.42
65017,8.42
65096,6.45
65098,6.45
65100,7.67
65102,7.67
65108,6.73
65109,6.73
65112,7.11
65114,7.76
65116,7.76
65118,5.80
65120,5.80
65122,7.67
65124,8.70
65126,9.35
65130,13.00
65195,8.42
65197,8.42
65840,2.71
65841,2.71
65842,2.71
65843,2.71
65845,2.71
65846,2.71
65847,2.71
65848,2.71
65850,2.71
65851,2.71
65852,2.71
65853,2.71
65855,2.71
65856,2.71
65857,2.71
65858,2.71
65922,2.71
65923,2.71
65924,2.71
65925,2.71
65926,2.71
65927,2.71
65928,2.71
65929,2.71
65930,4.58
65931,4.58
65932,4.58
65933,4.58
65934,4.58
65935,4.58
65936,4.58
65937,4.58
65938,6.45
65939,6.45
65940,6.45
65941,6.45
65942,8.32
65943,8.32
65944,8.32
65945,8.32
65954,15.90
65955,15.90
65956,17.30
65957,17.30
65958,21.41
65959,21.41
65960,15.90
65961,15.90
65962,13.37
65963,13.37
65966,2.71
65967,2.71
65968,2.71
65969,2.71
65970,2.71
65971,2.71
65972,2.71
65973,2.71
65974,4.58
65975,4.58
65976,4.58
65977,4.58
65982,6.45
65983,6.45
65984,6.45
65985,6.45
65986,8.32
65987,8.32
65988,8.32
65989,8.32
66000,48.99
66003,50.49
66012,41.05
66017,50.21
66025,83.03
66026,95.37
66028,68.82
66029,81.16
66033,27.02
66036,27.02
66050,38.43
66051,66.39
66052,78.73
66053,44.97
66054,65.54
66055,75.83
66060,38.43
66061,66.20
66062,78.54
66063,44.97
66064,72.74
66065,85.08
66090,7.39
66091,12.34
66093,15.43
66094,20.57
66115,135.67
66116,204.20
66132,83.22
66133,11.69
66136,23.56
66140,31.88
66141,51.80
66144,7.76
66149,184.29
66152,252.82
66160,188.96
66162,235.71
66164,257.50
66166,304.25
6N10600625,449.90
6N10600725,699.60
6N14093501,7.70
6N14094001,9.90
6N14094801,15.40
6N1421070,45.10
6N1422070,45.10
6N1428070,40.70
6N1429070,45.10
6N1430070,45.10
6N17051001,19.80
6N17051003,19.80
6N17131032,94.60
6N17141029,129.80
6N17141032,129.80
6N2010013001,17.60
6N2010013010,17.60
6N2010013059,17.60
6N2010203035,214.50
6N2010303003,229.90
6N2010353003,47.30
6N2010353010,47.30
6N2010453003,60.50
6N2010473003,159.50
6N2010483003,275.00
6N2010506001,200.20
6N2010506047,200.20
6N2010553035,110.00
6N2010563035,200.20
6N2010573035,375.10
6N2010583003,300.30
6N2010583035,300.30
6N2010603003,249.70
6N2010603051,249.70
6N2010656047,149.60
6N2010673047,139.70
6N2010756001,149.60
6N2010763001,239.80
6N2010763010,86.90
6N2010783001,400.40
6N2010803003,300.30
6N2010813003,300.30
6N2010821003,115.50
6N2010835003,91.30
6N2010844003,179.30
6N2010863001,235.40
6N2010903003,16.50
6N2010953003,249.70
6N2010953035,249.70
6N2010971003,200.20
6N2010971035,200.20
6N2011003003,115.50
6N2011003010,115.50
6N2011053003,64.90
6N2011123015,39.60
6N2015016101,94.60
6N2015026103,104.50
6N2015026133,129.80
6N2015036101,119.90
6N2015036103,119.90
6N2015056101,94.60
6N2015056155,135.30
6N2015066103,110.00
6N2015066133,135.30
6N2015106101,135.30
6N2015116103,170.50
6N2015116133,200.20
6N2015136101,170.50
6N2015136103,170.50
6N2015146101,300.30
6N2015146103,300.30
6N2015156101,49.50
6N2015176101,55.00
6N2015196101,74.80
6N2015301001,38.50
6N2015301033,38.50
6N2015311001,104.50
6N2015311003,104.50
6N2015311004,110.00
6N2015356101,174.90
6N2015356103,174.90
6N2015391001,110.00
6N2015391003,110.00
6N2015391014,115.50
6N2015401001,149.60
6N2015411001,184.80
6N2015411033,200.20
6N2015460101,64.90
6N2015650101,49.50
6N2015650103,49.50
6N2015650155,49.50
6N2015700001,45.10
6N2018003003,125.40
6N2018013002,275.00
6N2018013003,275.00
6N2018013023,275.00
6N2018028003,35.20
6N2018035003,29.70
6N2018035014,49.50
6N2018044003,64.90
6N2018044014,100.10
6N2018103003,145.20
6N2018128003,145.20
6N2018135003,145.20
6N2018145003,145.20
6N2018154003,265.10
6N2018165003,249.70
6N2019001003,130.90
6N2019001010,130.90
6N2019016003,210.10
6N2019016010,210.10
6N2019041030,235.40
6N2019041031,190.30
6N2019041035,235.40
6N2019041038,190.30
6N2019051003,174.90
6N2019051030,275.00
6N2019051031,225.50
6N2019051035,275.00
6N2019051038,225.50
6N2019061003,180.40
6N2019071003,104.50
6N2019131003,64.90
6N2019131010,64.90
6N2019131031,74.80
6N2019131035,125.40
6N2019161001,45.10
6N2019161003,45.10
6N2019171001,23.10
6N2019171003,23.10
6N2019181001,39.60
6N2019181003,39.60
6N2019191003,23.10
6N2020455003,400.40
6N2020563001,165.00
6N2020563003,165.00
6N2020583001,249.70
6N2020583003,249.70
6N2020601001,174.90
6N2020601003,174.90
6N2020666001,149.60
6N2020666003,149.60
6N2020673001,249.70
6N2020673003,249.70
6N2020673011,249.70
6N2070011401,19.80
6N2070021401,19.80
6N2070031000,22.00
6N2070041000,45.10
6N2070082700,29.70
6N2070092701,25.30
6N2070102700,35.20
6N2080032747,15.40
6N2080042758,19.80
6N2080082758,19.80
6N2080142758,16.50
6N2080202758,29.70
6N2080242758,35.20
6N2080282758,64.90
6N2110370101,49.50
6N2110400103,80.30
6N2110410103,129.80
6N2110430103,239.80
6N2110456101,119.90
6N2110476101,174.90
6N2110496101,225.50
6N2110551001,44.00
6N2110561001,42.90
6N2110561003,42.90
6N2110589901,90.20
6N2110589903,90.20
6N2110629901,49.50
6N2110629903,49.50
6N2110639901,49.50
6N2110639903,45.10
6N2110660101,84.70
6N2110660103,84.70
6N2110670101,94.60
6N2110670103,94.60
6N2110701001,94.60
6N2110701003,94.60
6N2110701033,110.00
6N2110726101,45.10
6N2110736101,64.90
6N2110806101,345.40
6N2110826101,314.60
6N2110826103,314.60
6N2110840101,104.50
6N2110840103,104.50
6N2110850101,115.50
6N2110850103,115.50
6N2110886101,300.30
6N2110900101,49.50
6N2110900103,49.50
6N2110900155,55.00
6N2111076101,94.60
6N2111086101,135.30
6N2112053003,45.10
6N2112053035,45.10
6N2112063003,115.50
6N2112063035,129.80
6N2112071003,55.00
6N2112101001,90.20
6N2112153003,449.90
6N2112153035,500.50
6N2112163003,599.50
6N2112163035,650.10
6N2112193001,149.60
6N2112193003,149.60
6N2112203001,214.50
6N2112203003,214.50
6N2112213001,69.30
6N2112213003,69.30
6N2112231001,94.60
6N2112231003,94.60
6N2112353001,245.30
6N2112353009,245.30
6N2112373001,314.60
6N2112373009,314.60
6N2112453003,71.50
6N2112453014,71.50
6N2112603003,349.80
6N2112631003,100.10
6N2112703001,44.00
6N2112703047,44.00
6N2112723001,61.60
6N2112723047,61.60
6N2112733001,94.60
6N2112733047,94.60
6N2112803003,26.40
6N2112811003,26.40
6N2112890003,34.10
6N2112910003,39.60
6N2112950003,63.80
6N2112991003,20.90
6N2113003003,194.70
6N2113053035,149.60
6N2113153003,139.70
6N2113153035,139.70
6N2113190132,125.40
6N2113221032,45.10
6N2113251001,55.00
6N2113251003,55.00
6N2113251006,55.00
6N2113251009,55.00
6N2113251023,55.00
6N2113251033,55.00
6N2113251035,55.00
6N2113251057,55.00
6N2113261001,64.90
6N2113261003,64.90
6N2113261035,64.90
6N2113270101,115.50
6N2113270103,115.50
6N2115011063,125.40
6N2118006010,106.70
6N2118006203,119.90
6N2118006250,119.90
6N2118006261,119.90
6N2118011061,115.50
6N2118011203,125.40
6N2118011250,125.40
6N2118011261,125.40
6N2118028203,249.70
6N2118028250,249.70
6N2118028261,249.70
6N2118038010,247.50
6N2118038203,349.80
6N2118038250,349.80
6N2118038261,349.80
6N2118051003,133.10
6N2118051031,67.10
6N2118061003,61.60
6N2118061031,61.60
6N2118071003,85.80
6N2118071031,85.80
6N2118085062,249.70
6N2118095062,280.50
6N2118108003,349.80
6N2118108031,349.80
6N2118111003,265.10
6N2118111031,265.10
6N2118121003,37.40
6N2118121035,74.80
6N2118131003,45.10
6N2118131035,93.50
6N2118141003,94.60
6N2118158003,194.70
6N2118161003,94.60
6N2118178003,194.70
6N2118181001,145.20
6N2118181003,145.20
6N2118201001,149.60
6N2118201003,149.60
6N2118211003,90.20
6N2118211008,90.20
6N2118221003,84.70
6N2118231003,74.80
6N2118268003,200.20
6N2120023035,495.00
6N2120503001,225.50
6N2120523003,400.40
6N2120551003,249.70
6N2120551008,249.70
6N2120601001,174.90
6N2120601003,174.90
6N2120601010,174.90
6N2120703003,595.10
6N2120703010,595.10
6N2120803001,174.90
6N2120803003,174.90
6N2120803030,249.70
6N2120813001,249.70
6N2120813030,349.80
6N2120823001,349.80
6N2120823032,400.40
6N2120853047,300.30
6N21269903,49.50
6N21269930,59.40
6N21279134,26.40
6N21279903,55.00
6N21279930,149.60
6N21509103,80.30
6N21509131,115.50
6N21509901,45.10
6N21509903,45.10
6N21509929,45.10
6N21509931,80.30
6N21519103,100.10
6N21519131,135.30
6N21519901,60.50
6N21519903,60.50
6N21519929,60.50
6N21519931,104.50
6N21519934,46.20
6N21651001,60.50
6N21651003,60.50
6N21651008,60.50
6N21651030,125.40
6N21651031,60.50
6N2170031000,23.10
6N2170052700,23.10
6N2170062701,23.10
6N2170081000,25.30
6N2170092701,13.20
6N2170102747,35.20
6N2170112747,45.10
6N2170122747,145.20
6N2170132747,49.50
6N2170220001,94.60
6N21751001,84.70
6N21751003,80.30
6N21751008,94.60
6N21751030,145.20
6N21751031,84.70
6N21841031,194.70
6N21861031,149.60
6N22039931,90.20
6N2210100001,35.20
6N2210100003,35.20
6N2210100035,45.10
6N2210100055,39.60
6N2210126001,100.10
6N2210126003,100.10
6N2210131001,45.10
6N2210131003,45.10
6N2210141001,200.20
6N2210141003,200.20
6N2210309001,19.80
6N2210309003,19.80
6N2210476101,94.60
6N2210486101,94.60
6N2210500001,135.30
6N2210500003,135.30
6N2210606101,74.80
6N2210606103,74.80
6N2210616101,84.70
6N2210616103,84.70
6N2210626101,125.40
6N2210626103,125.40
6N2210636101,139.70
6N2210636103,139.70
6N2210656101,90.20
6N2210656103,90.20
6N2210666101,149.60
6N2210666103,149.60
6N2212003003,14.30
6N2212253008,137.50
6N2213023031,74.80
6N2213073003,49.50
6N2213073010,49.50
6N2213073023,49.50
6N2213073059,49.50
6N2213083003,184.80
6N2213083009,184.80
6N2213083023,184.80
6N2213143014,229.90
6N2213183000,113.30
6N2213203001,200.20
6N2213213001,300.30
6N2213253201,35.20
6N2213253206,35.20
6N2213253207,35.20
6N2213253209,35.20
6N2213253218,35.20
6N2213253223,35.20
6N2213253226,35.20
6N2213253250,35.20
6N2213253257,35.20
6N2213303003,188.10
6N2213313003,220.00
6N2213323003,333.30
6N2213333001,115.50
6N2213333003,115.50
6N2213333010,97.90
6N2213333026,97.90
6N2213353001,214.50
6N2213353003,214.50
6N2213353010,204.60
6N2213353026,207.90
6N2213423003,243.10
6N2213423035,265.10
6N2213441003,68.20
6N2213530103,300.30
6N2213550101,90.20
6N2213550103,90.20
6N2213603003,300.30
6N2213633003,275.00
6N2218013001,60.50
6N2218013023,60.50
6N2218013026,60.50
6N2218023001,58.30
6N2218053001,125.40
6N2218053003,125.40
6N2218053008,125.40
6N2218061001,115.50
6N2218061003,115.50
6N2218061008,115.50
6N2218088001,275.00
6N2218088003,275.00
6N2218088008,275.00
6N2218105002,220.00
6N2218105003,220.00
6N2218105006,220.00
6N2218105010,220.00
6N2218105023,220.00
6N2218105027,220.00
6N2218126047,174.90
6N2218131047,115.50
6N2218158047,200.20
6N2218171001,84.70
6N2218171003,84.70
6N2218171008,84.70
6N2218171031,94.60
6N2218191001,110.00
6N2218191003,110.00
6N2218191008,110.00
6N2218191031,125.40
6N2218208003,249.70
6N2218208008,249.70
6N2218208031,300.30
6N2218221003,90.20
6N2218221009,90.20
6N2218221050,90.20
6N2218231003,90.20
6N2218231009,90.20
6N2218231050,90.20
6N2218251003,84.70
6N2218261003,84.70
6N2218281031,170.50
6N2218281035,269.50
6N2218308031,259.60
6N2218308035,500.50
6N2218325031,184.80
6N2218325035,207.90
6N2218335031,308.00
6N2218335035,349.80
6N2220053001,495.00
6N2220053003,495.00
6N2220053009,495.00
6N2220103060,595.10
6N2220155050,200.20
6N2220155061,200.20
6N2220223003,645.70
6N2220381003,200.20
6N2220381010,200.20
6N2220433001,300.30
6N2220443001,449.90
6N2220473003,349.80
6N2220483003,449.90
6N22661031,225.50
6N22671003,159.50
6N22671009,165.00
6N22671030,245.30
6N22671031,165.00
6N2310016001,29.70
6N2310016003,29.70
6N2310016055,29.70
6N2310106001,45.10
6N2310126001,60.50
6N2310146001,74.80
6N2310156001,45.10
6N2310176001,60.50
6N2310196001,74.80
6N2310251000,314.60
6N2310271000,449.90
6N2310301001,94.60
6N2310301003,94.60
6N2310320001,74.80
6N2310320003,74.80
6N2310340001,64.90
6N2310340003,64.90
6N2310360001,74.80
6N2310360003,74.80
6N2310400101,74.80
6N2310400103,74.80
6N2310410101,135.30
6N2310410103,135.30
6N2310420101,204.60
6N2310420103,204.60
6N2310430101,275.00
6N2310430103,275.00
6N2310521003,149.60
6N2310521035,159.50
6N2310551035,100.10
6N2312003001,139.70
6N2312053035,94.60
6N2312073035,165.00
6N2312111035,94.60
6N2312153001,125.40
6N2312173001,174.90
6N2312201001,60.50
6N2312201003,60.50
6N2312201018,60.50
6N2312201023,60.50
6N2312291003,64.90
6N2312351001,100.10
6N2312351009,100.10
6N2312351023,100.10
6N2312403001,139.70
6N2312423001,245.30
6N2312443001,249.70
6N2312506035,190.30
6N2312523035,74.80
6N2312543035,225.50
6N2312561035,90.20
6N2312603003,214.50
6N2312623003,300.30
6N2312683201,55.00
6N2312703201,64.90
6N2312901001,104.50
6N2312901023,104.50
6N2312931001,125.40
6N2312931003,125.40
6N2312931006,125.40
6N2312931018,125.40
6N2312993201,64.90
6N2318051003,139.70
6N2318051009,139.70
6N2318071003,139.70
6N2318071009,139.70
6N2318131061,174.90
6N2318171003,84.70
6N2318198003,239.80
6N2318211003,119.90
6N2318231003,165.00
6N2318245001,255.20
6N2318245003,255.20
6N2318245008,259.60
6N2320053001,324.50
6N2320053003,324.50
6N2320221003,200.20
6N2320221008,200.20
6N2320241003,349.80
6N2320241035,400.40
6N2320283003,349.80
6N2320301003,149.60
6N2320361001,300.30
6N2320361003,300.30
6N2320403018,449.90
6N2320421018,225.50
6N2320536001,275.00
6N2320536010,275.00
6N2320546001,275.00
6N2320546003,275.00
6N2320556001,365.20
6N2320556003,365.20
6N2320651003,70.40
6N2320715003,174.90
6N2320715010,174.90
6N2320721003,80.30
6N2320731003,60.50
6N2410010001,19.80
6N2410036101,90.20
6N2410056101,135.30
6N2410076101,180.40
6N2410116101,29.70
6N2410136101,45.10
6N2410176101,39.60
6N2410200101,64.90
6N2410200103,64.90
6N2410220101,35.20
6N2410220103,35.20
6N2410256001,165.00
6N2410421001,103.40
6N2410421032,108.90
6N2410453001,60.50
6N2410453003,60.50
6N2410453035,74.80
6N2410473003,159.50
6N2410483003,249.70
6N2412013001,35.20
6N2412013003,35.20
6N2412023001,39.60
6N2412023003,39.60
6N2412033001,74.80
6N2412053001,265.10
6N2412053014,265.10
6N2412053018,265.10
6N2412071001,74.80
6N2412103003,100.10
6N2412103009,100.10
6N2412103018,100.10
6N2412123003,235.40
6N2412143003,314.60
6N2412173003,194.70
6N2412206001,129.80
6N2412226001,214.50
6N2412256003,214.50
6N2412260103,300.30
6N2412336003,214.50
6N2412353001,290.40
6N2412353003,290.40
6N2412456001,100.10
6N2412481001,125.40
6N2412501001,80.30
6N2412523001,90.20
6N2412523047,90.20
6N2412533001,249.70
6N2412533047,249.70
6N2412606003,200.20
6N2412613003,100.10
6N2412623003,200.20
6N2412631003,100.10
6N2412653001,115.50
6N2412653006,115.50
6N2412653018,115.50
6N2412653023,104.50
6N2412653057,115.50
6N2412671001,60.50
6N2412671006,60.50
6N2412671018,60.50
6N2412671023,60.50
6N2412671057,60.50
6N2412753060,190.30
6N2412783003,275.00
6N2418015001,119.90
6N2418015003,119.90
6N2418015006,119.90
6N2418015009,119.90
6N2418015010,119.90
6N2418015018,119.90
6N2418015023,119.90
6N2418035003,94.60
6N2418035018,94.60
6N2418035023,94.60
6N2418051001,90.20
6N2418071003,129.80
6N2418071050,129.80
6N2418098003,165.00
6N2418098050,165.00
6N2418121203,170.50
6N2418121250,170.50
6N2418121261,170.50
6N2418151003,70.40
6N2418171003,94.60
6N2418191003,210.10
6N2418211003,64.90
6N2418231003,60.50
6N2418251003,119.90
6N2418271003,129.80
6N2418291003,90.20
6N2418311003,74.80
6N2418311050,74.80
6N2418311061,74.80
6N2418331003,55.00
6N2418331050,55.00
6N2418351003,55.00
6N2418351050,55.00
6N2420013001,349.80
6N2420013003,349.80
6N2420013009,349.80
6N2420073001,445.50
6N2420103001,500.50
6N2420155003,174.90
6N2420155009,174.90
6N2420203003,249.70
6N2420203009,249.70
6N2420203010,249.70
6N2420203030,249.70
6N2420203034,249.70
6N2420203057,249.70
6N2420223003,400.40
6N2420223009,400.40
6N2420223010,400.40
6N2420223030,400.40
6N2420223034,400.40
6N2420223057,400.40
6N24381030,599.50
6N2440888,25.30
6N2440999,25.30
6N24981030,265.10
6N25011003,135.30
6N25011030,249.70
6N25011031,135.30
6N25011034,59.40
6N25031003,170.50
6N25031030,249.70
6N25031031,170.50
6N25031034,81.40
6N25051031,139.70
6N25078030,449.90
6N25078031,300.30
6N25091003,135.30
6N25091031,139.70
6N25091034,38.50
6N2510016003,290.40
6N2510016014,290.40
6N2510056001,74.80
6N2510056003,74.80
6N2510079901,60.50
6N2510079903,60.50
6N2510096001,245.30
6N2510096003,245.30
6N25101003,165.00
6N25101031,174.90
6N2510119901,49.50
6N2510119903,49.50
6N2510156101,39.60
6N2510176101,55.00
6N2510300101,25.30
6N2510300103,25.30
6N2510310101,49.50
6N2510310103,49.50
6N2510351003,110.00
6N2510389901,39.60
6N2510389903,39.60
6N2510399901,194.70
6N2510399903,194.70
6N2510400101,45.10
6N2510400103,45.10
6N2510501001,100.10
6N2510501032,100.10
6N2510521001,115.50
6N2510521032,115.50
6N25118003,280.50
6N25118031,284.90
6N25118034,67.10
6N2512013009,225.50
6N2512013018,225.50
6N2512033023,225.50
6N2512053003,194.70
6N2512053014,194.70
6N2512073003,245.30
6N2512073014,245.30
6N2512096003,249.70
6N2512096035,249.70
6N2512143001,300.30
6N2512143003,300.30
6N2512183001,60.50
6N2512183018,60.50
6N2512183023,60.50
6N2512201001,70.40
6N2512201003,70.40
6N2512281001,90.20
6N2512281003,90.20
6N2512323003,379.50
6N2512341003,74.80
6N2512353014,170.50
6N2512370103,74.80
6N2512380103,115.50
6N2512391003,45.10
6N2512436009,204.60
6N2512456010,165.00
6N2512466010,200.20
6N2512505009,174.90
6N2512505023,174.90
6N2512505057,174.90
6N2512603003,149.60
6N2512603009,149.60
6N2512603018,149.60
6N2512709001,35.20
6N2512709003,35.20
6N2512729001,70.40
6N2512729003,70.40
6N2512741001,64.90
6N2512741003,64.90
6N25168031,650.10
6N2518001003,49.50
6N2518001009,49.50
6N2518021003,74.80
6N2518021009,74.80
6N2518031203,149.60
6N2518041203,200.20
6N2518158003,145.20
6N2518168003,174.90
6N2518201003,104.50
6N2518215003,145.20
6N2518215009,145.20
6N2518228003,145.20
6N2518251003,84.70
6N2518268003,155.10
6N2518305003,94.60
6N2518305023,94.60
6N2518316003,100.10
6N2518321003,100.10
6N2518401003,64.90
6N2518421003,94.60
6N2518451003,55.00
6N2520083001,400.40
6N2520083003,400.40
6N2520103003,400.40
6N2520123003,400.40
6N2520123009,400.40
6N2520135001,249.70
6N25316101,110.00
6N25316132,110.00
6N25326001,49.50
6N25576000,74.80
6N25626001,119.90
6N2610010001,45.10
6N2610020001,60.50
6N2610056001,119.90
6N2610066001,149.60
6N2610076001,190.30
6N2610106001,135.30
6N2610116001,180.40
6N2610136001,139.70
6N2610156001,110.00
6N2610166001,149.60
6N2610189901,39.60
6N2610189903,39.60
6N2610201003,174.90
6N2610201035,174.90
6N2610221003,174.90
6N2610221035,200.20
6N2610241003,225.50
6N2610241035,249.70
6N2612003003,200.20
6N2612003018,200.20
6N2612053003,115.50
6N2612073003,194.70
6N2612091003,104.50
6N2612153201,90.20
6N2612173201,115.50
6N2612206003,165.00
6N2612223003,220.00
6N2612243003,300.30
6N2612303001,249.70
6N2612323001,249.70
6N2612343001,290.40
6N2612363001,290.40
6N2612403003,304.70
6N2612481001,94.60
6N2612481003,94.60
6N2612501001,94.60
6N2612501003,94.60
6N2612591003,84.70
6N2612623003,300.30
6N2612623035,300.30
6N2612653209,45.10
6N2612706003,180.40
6N2612723003,155.10
6N2612741003,119.90
6N2618001003,94.60
6N2618001018,94.60
6N2618101203,174.90
6N2618151203,149.60
6N2618191003,100.10
6N2618231003,170.50
6N2618256103,104.50
6N2618356103,104.50
6N2618406203,139.70
6N2618406218,139.70
6N2618406250,139.70
6N2618421203,149.60
6N2618421218,149.60
6N2618421250,149.60
6N2618448203,275.00
6N2618448218,275.00
6N2618448250,275.00
6N2618468203,375.10
6N2618468218,375.10
6N2618468250,375.10
6N2620003018,300.30
6N2620051033,149.60
6N2620113014,445.50
6N2620133033,495.00
6N2620153003,349.80
6N2620153009,349.80
6N27386101,60.50
6N27396101,90.20
6N27586101,84.70
6N27596101,135.30
6N39489901,200.20
6N39489910,300.30
6N39489930,300.30
6N39553001,80.30
6N39563001,125.40
6N39573001,149.60
6N39583001,200.20
6N43293001,165.00
6N43293003,165.00
6N43293010,165.00
6N45053003,100.10
6N45321003,74.80
6N45331003,84.70
6N45348003,180.40
6N45356001,90.20
6N45376001,129.80
6N45386501,155.10
6N45396001,180.40
6N45471001,33.00
6N45471003,35.20
6N45481001,38.50
6N45481003,40.70
6N45501003,84.70
6N45518003,165.00
6N45521003,70.40
6N45606001,60.50
6N45616001,94.60
6N45703047,44.00
6N45713003,40.70
6N45721001,55.00
6N45721003,55.00
6N45730101,80.30
6N45730103,80.30
6N45740101,104.50
6N45740103,139.70
6N45761001,39.60
6N45761003,39.60
6N45761010,39.60
6N45770101,55.00
6N45770103,55.00
6N45770110,55.00
6N45780101,80.30
6N45780103,80.30
6N45780110,80.30
6N45823000,35.20
6N45823027,35.20
6N45833001,94.60
6N45833003,94.60
6N45833006,24.20
6N45833023,94.60
6N45833050,94.60
6N45841001,74.80
6N45841003,24.20
6N45841009,74.80
6N45841023,74.80
6N45841050,24.20
6N45883001,74.80
6N45883003,74.80
6N45883018,80.30
6N45983001,44.00
6N45983003,44.00
6N46073001,49.50
6N46073047,49.50
6N46083001,70.40
6N46333001,85.80
6N46333003,85.80
6N46343001,157.30
6N46353003,34.10
6N46363003,46.20
6N46403001,35.20
6N46403003,35.20
6N46403006,35.20
6N46403057,35.20
6N46413003,47.30
6N46413006,47.30
6N46413057,47.30
6N46423003,104.50
6N46433003,141.90
6N46443003,69.30
6N46453003,47.30
6N46473047,47.30
6N46483000,64.90
6N46483027,64.90
6N46483047,64.90
6N46533003,40.70
6N46553001,35.20
6N46553003,69.30
6N46573001,200.20
6N46583001,275.00
6N46801001,80.30
6N46801003,80.30
6N46801008,80.30
6N46821001,47.30
6N46941003,110.00
6N46951003,110.00
6N47091003,125.40
6N47091025,125.40
6N47101003,28.60
6N47110003,52.80
6N47120003,74.80
6N47141001,60.50
6N47206001,84.70
6N47246001,60.50
6N47276001,80.30
6N47276003,80.30
6N47276004,94.60
6N47286001,135.30
6N47286003,119.90
6N47286004,155.10
6N47303001,225.50
6N47303047,225.50
6N47313001,225.50
6N47313047,225.50
6N47416101,35.20
6N47426101,39.60
6N47436101,49.50
6N47500101,39.60
6N47520101,29.70
6N47530101,49.50
6N47540101,60.50
6N47540103,60.50
6N47540132,60.50
6N47550101,70.40
6N47550103,70.40
6N47716101,64.90
6N47726101,84.70
6N47736101,104.50
6N47746101,129.80
6N47756101,125.40
6N47766101,155.10
6N47776101,29.70
6N47786101,35.20
6N47796101,39.60
6N47806101,49.50
6N47816101,55.00
6N47826101,29.70
6N47836101,35.20
6N48023001,100.10
6N48091001,84.70
6N48123001,200.20
6N48123003,200.20
6N48193003,39.60
6N48203003,100.10
6N48211003,64.90
6N48413001,17.60
6N48423001,38.50
6N48433001,55.00
6N48453001,41.80
6N48463001,57.20
6N48563001,129.80
6N48563003,129.80
6N48573001,200.20
6N48573003,200.20
6N48603003,249.70
6N48603035,249.70
6N4860999,25.30
6N48621001,41.80
6N48621003,41.80
6N48673001,52.80
6N48673003,52.80
6N48703001,18.70
6N48703003,18.70
6N48703011,18.70
6N48713001,26.40
6N48713003,26.40
6N48713011,26.40
6N48723003,36.30
6N48723011,36.30
6N48733001,26.40
6N48733011,26.40
6N48783003,90.20
6N48783011,30.80
6N48793003,149.60
6N48793011,52.80
6N48801003,28.60
6N48801011,28.60
6N48815003,36.30
6N48815011,36.30
6N48824003,38.50
6N48824011,38.50
6N48843001,52.80
6N48843003,52.80
6N48853001,59.40
6N48853003,59.40
6N48933003,204.60
6N48941003,56.10
6N48973001,275.00
6N48973047,275.00
6N49018050,300.30
6N49021035,249.70
6N49021055,300.30
6N49031035,214.50
6N49031055,265.10
6N49041003,115.50
6N49051503,135.30
6N49091001,70.40
6N49091003,70.40
6N49160101,45.10
6N49160155,49.50
6N49200101,45.10
6N49200103,45.10
6N49200155,49.50
6N49410101,100.10
6N49430101,39.60
6N49570101,35.20
6N49570103,29.70
6N49646110,49.50
6N49656110,55.00
6N49666110,70.40
6N49676110,84.70
6N49701001,174.90
6N49701010,174.90
6N49701031,174.90
6N49701034,174.90
6N49701035,174.90
6N49701203,174.90
6N49711001,174.90
6N49711010,174.90
6N49711031,174.90
6N49711034,174.90
6N49711203,174.90
6N49721001,165.00
6N49721031,165.00
6N49721034,165.00
6N49721035,165.00
6N49721203,165.00
6N49731001,165.00
6N49731031,165.00
6N49731203,165.00
6N49801001,55.00
6N49810101,94.60
6N49820101,174.90
6N50046104,100.10
6N50056104,145.20
6N50066101,245.30
6N50066103,245.30
6N50101003,42.90
6N54540101,55.00
6N54540132,64.90
6N61681001,165.00
6N61681003,165.00
6N61681011,100.10
6N61681033,165.00
6N62329903,68.20
6N62329933,68.20
6N63191033,64.90
6N63233001,59.40
6N63233003,100.10
6N63233033,100.10
6N71411003,200.20
6N71411031,200.20
6N71412031,214.50
6N71428003,349.80
6N71428031,400.40
6N71431003,145.20
6N71431031,145.20
6N71432031,180.40
6N71669901,149.60
6N71669903,149.60
6N71679901,174.90
6N71679903,174.90
6N71679933,174.90
6N71723001,249.70
6N71810101,74.80
6N71810103,74.80
6N71810132,74.80
6N71820132,74.80
6N72805009,145.20
6N72991001,49.50
6N72991003,49.50
6N73153010,38.50
6N73163010,149.60
6N74371003,110.00
6N74381003,115.50
6N74398003,165.00
6N74461031,139.70
6N74471003,129.80
6N74481031,155.10
6N74501031,194.70
6N74528031,249.70
6N75181003,174.90
6N75181031,174.90
6N76633001,64.90
6N76633003,64.90
6N76730001,100.10
6N76859999,25.30
6N77029934,125.40
6N77479938,149.60
6N77499938,249.70
6N77636003,70.40
6N77646003,100.10
6N78213030,275.00
6N78213032,245.30
6N78283001,125.40
6N78283003,125.40
6N78283011,125.40
6N78521001,35.20
6N79029901,39.60
6N79029903,39.60
6N79039901,25.30
6N79039903,25.30
6N79049901,25.30
6N79049903,25.30
6N79059901,15.40
6N79059903,15.40
6N79069901,25.30
6N79069903,25.30
