supplier	sku	cost_ex_gst	cost_inc_gst
Roger pradier	8R102117067	1445.0000	1589.5000
Roger pradier	8R102117070	1695.0000	1864.5000
Roger pradier	8R102117072	1695.0000	1864.5000
Roger pradier	8R102118000	1445.0000	1589.5000
Roger pradier	8R102118008	1445.0000	1589.5000
Roger pradier	8R102118009	1445.0000	1589.5000
Roger pradier	8R102118019	1445.0000	1589.5000
Roger pradier	8R102118067	1445.0000	1589.5000
Roger pradier	8R102118070	1695.0000	1864.5000
Roger pradier	8R102118072	1695.0000	1864.5000
Roger pradier	8R102120000	1395.0000	1534.5000
Roger pradier	8R102120008	1395.0000	1534.5000
Roger pradier	8R102120009	1395.0000	1534.5000
Roger pradier	8R102120019	1395.0000	1534.5000
Roger pradier	8R102120067	1395.0000	1534.5000
Roger pradier	8R102120070	1645.0000	1809.5000
Roger pradier	8R102120072	1645.0000	1809.5000
Roger pradier	8R102121000	1395.0000	1534.5000
Roger pradier	8R102121008	1395.0000	1534.5000
Roger pradier	8R102121009	1395.0000	1534.5000
Roger pradier	8R102121019	1395.0000	1534.5000
Roger pradier	8R102121067	1395.0000	1534.5000
Roger pradier	8R102121070	1645.0000	1809.5000
Roger pradier	8R102121072	1645.0000	1809.5000
Roger pradier	8R102123000	2695.0000	2964.5000
Roger pradier	8R102123008	2695.0000	2964.5000
Roger pradier	8R102123009	2695.0000	2964.5000
Roger pradier	8R102123019	2695.0000	2964.5000
Roger pradier	8R102123067	2695.0000	2964.5000
Roger pradier	8R102123070	3045.0000	3349.5000
Roger pradier	8R102123072	3045.0000	3349.5000
Roger pradier	8R102124000	2695.0000	2964.5000
Roger pradier	8R102124008	2695.0000	2964.5000
Roger pradier	8R102124009	2695.0000	2964.5000
Roger pradier	8R102124019	2695.0000	2964.5000
Roger pradier	8R102124067	2695.0000	2964.5000
Roger pradier	8R102124070	3045.0000	3349.5000
Roger pradier	8R102124072	3045.0000	3349.5000
Roger pradier	8R102126000	1795.0000	1974.5000
Roger pradier	8R102126008	1795.0000	1974.5000
Roger pradier	8R102126009	1795.0000	1974.5000
Roger pradier	8R102126019	1795.0000	1974.5000
Roger pradier	8R102126067	1795.0000	1974.5000
Roger pradier	8R102126070	2245.0000	2469.5000
Roger pradier	8R102126072	2245.0000	2469.5000
Roger pradier	8R102127000	1795.0000	1974.5000
Roger pradier	8R102127008	1795.0000	1974.5000
Roger pradier	8R102127009	1795.0000	1974.5000
Roger pradier	8R102127019	1795.0000	1974.5000
Roger pradier	8R102127067	1795.0000	1974.5000
Roger pradier	8R102127070	2245.0000	2469.5000
Roger pradier	8R102127072	2245.0000	2469.5000
Roger pradier	8R102129000	7645.0000	8409.5000
Roger pradier	8R102129008	7645.0000	8409.5000
Roger pradier	8R102129009	7645.0000	8409.5000
Roger pradier	8R102129019	7645.0000	8409.5000
Roger pradier	8R102129067	7645.0000	8409.5000
Roger pradier	8R102129070	8095.0000	8904.5000
Roger pradier	8R102129072	8095.0000	8904.5000
Roger pradier	8R102130000	7645.0000	8409.5000
Roger pradier	8R102130008	7645.0000	8409.5000
Roger pradier	8R102130009	7645.0000	8409.5000
Roger pradier	8R102130019	7645.0000	8409.5000
Roger pradier	8R102130067	7645.0000	8409.5000
Roger pradier	8R102130070	8095.0000	8904.5000
Roger pradier	8R102130072	8095.0000	8904.5000
Roger pradier	8R103001000	895.0000	984.5000
Roger pradier	8R103001008	895.0000	984.5000
Roger pradier	8R103001009	895.0000	984.5000
Roger pradier	8R103001067	895.0000	984.5000
Roger pradier	8R103006000	645.0000	709.5000
Roger pradier	8R103006008	645.0000	709.5000
Roger pradier	8R103006009	645.0000	709.5000
Roger pradier	8R103006067	645.0000	709.5000
Roger pradier	8R103007000	1095.0000	1204.5000
Roger pradier	8R103007008	1095.0000	1204.5000
Roger pradier	8R103007009	1095.0000	1204.5000
Roger pradier	8R103007067	1095.0000	1204.5000
Roger pradier	8R103012000	895.0000	984.5000
Roger pradier	8R103012008	895.0000	984.5000
Roger pradier	8R103012009	895.0000	984.5000
Roger pradier	8R103012067	895.0000	984.5000
Roger pradier	8R103017000	895.0000	984.5000
Roger pradier	8R103017008	895.0000	984.5000
Roger pradier	8R103017009	895.0000	984.5000
Roger pradier	8R103017067	895.0000	984.5000
Roger pradier	8R103022000	1345.0000	1479.5000
Roger pradier	8R103022008	1345.0000	1479.5000
Roger pradier	8R103022009	1345.0000	1479.5000
Roger pradier	8R103022067	1345.0000	1479.5000
Roger pradier	8R103027000	3895.0000	4284.5000
Roger pradier	8R103027008	3895.0000	4284.5000
Roger pradier	8R103027009	3895.0000	4284.5000
Roger pradier	8R103027067	3895.0000	4284.5000
Roger pradier	8R103032000	4895.0000	5384.5000
Roger pradier	8R103032008	4895.0000	5384.5000
Roger pradier	8R103032009	4895.0000	5384.5000
Roger pradier	8R103032067	4895.0000	5384.5000
Roger pradier	8R103037000	4545.0000	4999.5000
Roger pradier	8R103037008	4545.0000	4999.5000
Roger pradier	8R103037009	4545.0000	4999.5000
Roger pradier	8R103037067	4545.0000	4999.5000
Roger pradier	8R103052000	1795.0000	1974.5000
Roger pradier	8R103052008	1795.0000	1974.5000
Roger pradier	8R103052009	1795.0000	1974.5000
Roger pradier	8R103052067	1795.0000	1974.5000
Roger pradier	8R103057000	3145.0000	3459.5000
Roger pradier	8R103057019	3145.0000	3459.5000
Roger pradier	8R103057067	3145.0000	3459.5000
Roger pradier	8R103102000	2195.0000	2414.5000
Roger pradier	8R103102008	2195.0000	2414.5000
Roger pradier	8R103102009	2195.0000	2414.5000
Roger pradier	8R103102067	2195.0000	2414.5000
Roger pradier	8R103104000	2195.0000	2414.5000
Roger pradier	8R103104008	2195.0000	2414.5000
Roger pradier	8R103104009	2195.0000	2414.5000
Roger pradier	8R103104067	2195.0000	2414.5000
Roger pradier	8R103108000	2395.0000	2634.5000
Roger pradier	8R103108008	2395.0000	2634.5000
Roger pradier	8R103108009	2395.0000	2634.5000
Roger pradier	8R103108067	2395.0000	2634.5000
Roger pradier	8R103110000	2395.0000	2634.5000
Roger pradier	8R103110008	2395.0000	2634.5000
Roger pradier	8R103110009	2395.0000	2634.5000
Roger pradier	8R103110067	2395.0000	2634.5000
Roger pradier	8R103113000	2195.0000	2414.5000
Roger pradier	8R103113008	2195.0000	2414.5000
Roger pradier	8R103113009	2195.0000	2414.5000
Roger pradier	8R103113067	2195.0000	2414.5000
Roger pradier	8R103115000	2195.0000	2414.5000
Roger pradier	8R103115008	2195.0000	2414.5000
Roger pradier	8R103115009	2195.0000	2414.5000
Roger pradier	8R103115067	2195.0000	2414.5000
Roger pradier	8R103118000	2195.0000	2414.5000
Roger pradier	8R103118008	2195.0000	2414.5000
Roger pradier	8R103118009	2195.0000	2414.5000
Roger pradier	8R103118067	2195.0000	2414.5000
Roger pradier	8R103120000	2195.0000	2414.5000
Roger pradier	8R103120008	2195.0000	2414.5000
Roger pradier	8R103120009	2195.0000	2414.5000
Roger pradier	8R103120067	2195.0000	2414.5000
Roger pradier	8R103123000	2645.0000	2909.5000
Roger pradier	8R103123008	2645.0000	2909.5000
Roger pradier	8R103123009	2645.0000	2909.5000
Roger pradier	8R103123067	2645.0000	2909.5000
Roger pradier	8R103125000	2645.0000	2909.5000
Roger pradier	8R103125008	2645.0000	2909.5000
Roger pradier	8R103125009	2645.0000	2909.5000
Roger pradier	8R103125067	2645.0000	2909.5000
Roger pradier	8R103128000	5195.0000	5714.5000
Roger pradier	8R103128008	5195.0000	5714.5000
Roger pradier	8R103128009	5195.0000	5714.5000
Roger pradier	8R103128067	5195.0000	5714.5000
Roger pradier	8R103130000	5195.0000	5714.5000
Roger pradier	8R103130008	5195.0000	5714.5000
Roger pradier	8R103130009	5195.0000	5714.5000
Roger pradier	8R103130067	5195.0000	5714.5000
Roger pradier	8R103133000	7645.0000	8409.5000
Roger pradier	8R103133008	7645.0000	8409.5000
Roger pradier	8R103133009	7645.0000	8409.5000
Roger pradier	8R103133067	7645.0000	8409.5000
Roger pradier	8R103135000	7645.0000	8409.5000
Roger pradier	8R103135008	7645.0000	8409.5000
Roger pradier	8R103135009	7645.0000	8409.5000
Roger pradier	8R103135067	7645.0000	8409.5000
Roger pradier	8R103138000	5845.0000	6429.5000
Roger pradier	8R103138008	5845.0000	6429.5000
Roger pradier	8R103138009	5845.0000	6429.5000
Roger pradier	8R103138067	5845.0000	6429.5000
Roger pradier	8R103140000	5845.0000	6429.5000
Roger pradier	8R103140008	5845.0000	6429.5000
Roger pradier	8R103140009	5845.0000	6429.5000
Roger pradier	8R103140067	5845.0000	6429.5000
Roger pradier	8R103153000	3095.0000	3404.5000
Roger pradier	8R103153008	3095.0000	3404.5000
Roger pradier	8R103153009	3095.0000	3404.5000
Roger pradier	8R103153067	3095.0000	3404.5000
Roger pradier	8R103155000	3095.0000	3404.5000
Roger pradier	8R103155008	3095.0000	3404.5000
Roger pradier	8R103155009	3095.0000	3404.5000
Roger pradier	8R103155067	3095.0000	3404.5000
Roger pradier	8R103158000	4045.0000	4449.5000
Roger pradier	8R103158019	4045.0000	4449.5000
Roger pradier	8R103158067	4045.0000	4449.5000
Roger pradier	8R103160000	4045.0000	4449.5000
Roger pradier	8R103160019	4045.0000	4449.5000
Roger pradier	8R103160067	4045.0000	4449.5000
Roger pradier	8R103161000	895.0000	984.5000
Roger pradier	8R103161008	895.0000	984.5000
Roger pradier	8R103161009	895.0000	984.5000
Roger pradier	8R103161067	895.0000	984.5000
Roger pradier	8R103162000	945.0000	1039.5000
Roger pradier	8R103162008	945.0000	1039.5000
Roger pradier	8R103162009	945.0000	1039.5000
Roger pradier	8R103162067	945.0000	1039.5000
Roger pradier	8R103202000	2195.0000	2414.5000
Roger pradier	8R103202008	2195.0000	2414.5000
Roger pradier	8R103202009	2195.0000	2414.5000
Roger pradier	8R103202067	2195.0000	2414.5000
Roger pradier	8R103204000	2195.0000	2414.5000
Roger pradier	8R103204008	2195.0000	2414.5000
Roger pradier	8R103204009	2195.0000	2414.5000
Roger pradier	8R103204067	2195.0000	2414.5000
Roger pradier	8R103208000	2395.0000	2634.5000
Roger pradier	8R103208008	2395.0000	2634.5000
Roger pradier	8R103208009	2395.0000	2634.5000
Roger pradier	8R103208067	2395.0000	2634.5000
Roger pradier	8R103210000	2395.0000	2634.5000
Roger pradier	8R103210008	2395.0000	2634.5000
Roger pradier	8R103210009	2395.0000	2634.5000
Roger pradier	8R103210067	2395.0000	2634.5000
Roger pradier	8R103213000	2195.0000	2414.5000
Roger pradier	8R103213008	2195.0000	2414.5000
Roger pradier	8R103213009	2195.0000	2414.5000
Roger pradier	8R103213067	2195.0000	2414.5000
Roger pradier	8R103215000	2195.0000	2414.5000
Roger pradier	8R103215008	2195.0000	2414.5000
Roger pradier	8R103215009	2195.0000	2414.5000
Roger pradier	8R103215067	2195.0000	2414.5000
Roger pradier	8R103218000	2195.0000	2414.5000
Roger pradier	8R103218008	2195.0000	2414.5000
Roger pradier	8R103218009	2195.0000	2414.5000
Roger pradier	8R103218067	2195.0000	2414.5000
Roger pradier	8R103220000	2195.0000	2414.5000
Roger pradier	8R103220008	2195.0000	2414.5000
Roger pradier	8R103220009	2195.0000	2414.5000
Roger pradier	8R103220067	2195.0000	2414.5000
Roger pradier	8R103223000	2645.0000	2909.5000
Roger pradier	8R103223008	2645.0000	2909.5000
Roger pradier	8R103223009	2645.0000	2909.5000
Roger pradier	8R103223067	2645.0000	2909.5000
Roger pradier	8R103225000	2645.0000	2909.5000
Roger pradier	8R103225008	2645.0000	2909.5000
Roger pradier	8R103225009	2645.0000	2909.5000
Roger pradier	8R103225067	2645.0000	2909.5000
Roger pradier	8R103228000	5195.0000	5714.5000
Roger pradier	8R103228008	5195.0000	5714.5000
Roger pradier	8R103228009	5195.0000	5714.5000
Roger pradier	8R103228067	5195.0000	5714.5000
Roger pradier	8R103230000	5195.0000	5714.5000
Roger pradier	8R103230008	5195.0000	5714.5000
Roger pradier	8R103230009	5195.0000	5714.5000
Roger pradier	8R103230067	5195.0000	5714.5000
Roger pradier	8R103233000	7645.0000	8409.5000
Roger pradier	8R103233008	7645.0000	8409.5000
Roger pradier	8R103233009	7645.0000	8409.5000
Roger pradier	8R103233067	7645.0000	8409.5000
Roger pradier	8R103235000	7645.0000	8409.5000
Roger pradier	8R103235008	7645.0000	8409.5000
Roger pradier	8R103235009	7645.0000	8409.5000
Roger pradier	8R103235067	7645.0000	8409.5000
Roger pradier	8R103238000	5845.0000	6429.5000
Roger pradier	8R103238008	5845.0000	6429.5000
Roger pradier	8R103238009	5845.0000	6429.5000
Roger pradier	8R103238067	5845.0000	6429.5000
Roger pradier	8R103240000	5845.0000	6429.5000
Roger pradier	8R103240008	5845.0000	6429.5000
Roger pradier	8R103240009	5845.0000	6429.5000
Roger pradier	8R103240067	5845.0000	6429.5000
Roger pradier	8R103253000	3095.0000	3404.5000
Roger pradier	8R103253008	3095.0000	3404.5000
Roger pradier	8R103253009	3095.0000	3404.5000
Roger pradier	8R103253067	3095.0000	3404.5000
Roger pradier	8R103255000	3095.0000	3404.5000
Roger pradier	8R103255008	3095.0000	3404.5000
Roger pradier	8R103255009	3095.0000	3404.5000
Roger pradier	8R103255067	3095.0000	3404.5000
Roger pradier	8R103258000	4045.0000	4449.5000
Roger pradier	8R103258019	4045.0000	4449.5000
Roger pradier	8R103258067	4045.0000	4449.5000
Roger pradier	8R103260000	4045.0000	4449.5000
Roger pradier	8R103260019	4045.0000	4449.5000
Roger pradier	8R103260067	4045.0000	4449.5000
Roger pradier	8R103261000	895.0000	984.5000
Roger pradier	8R103261008	895.0000	984.5000
Roger pradier	8R103261009	895.0000	984.5000
Roger pradier	8R103261067	895.0000	984.5000
Roger pradier	8R103262000	945.0000	1039.5000
Roger pradier	8R103262008	945.0000	1039.5000
Roger pradier	8R103262009	945.0000	1039.5000
Roger pradier	8R103262067	945.0000	1039.5000
Roger pradier	8R104001000	2345.0000	2579.5000
Roger pradier	8R104001008	2345.0000	2579.5000
Roger pradier	8R104001009	2345.0000	2579.5000
Roger pradier	8R104018000	2345.0000	2579.5000
Roger pradier	8R104018008	2345.0000	2579.5000
Roger pradier	8R104018009	2345.0000	2579.5000
Roger pradier	8R104035000	1645.0000	1809.5000
Roger pradier	8R104035008	1645.0000	1809.5000
Roger pradier	8R104035009	1645.0000	1809.5000
Roger pradier	8R104040000	1645.0000	1809.5000
Roger pradier	8R104040008	1645.0000	1809.5000
Roger pradier	8R104040009	1645.0000	1809.5000
Roger pradier	8R104045000	2395.0000	2634.5000
Roger pradier	8R104045008	2395.0000	2634.5000
Roger pradier	8R104045009	2395.0000	2634.5000
Roger pradier	8R104062000	2395.0000	2634.5000
Roger pradier	8R104062008	2395.0000	2634.5000
Roger pradier	8R104062009	2395.0000	2634.5000
Roger pradier	8R104079000	2745.0000	3019.5000
Roger pradier	8R104079008	2745.0000	3019.5000
Roger pradier	8R104079009	2745.0000	3019.5000
Roger pradier	8R104096000	2745.0000	3019.5000
Roger pradier	8R104096008	2745.0000	3019.5000
Roger pradier	8R104096009	2745.0000	3019.5000
Roger pradier	8R104113000	3545.0000	3899.5000
Roger pradier	8R104113008	3545.0000	3899.5000
Roger pradier	8R104113009	3545.0000	3899.5000
Roger pradier	8R104130000	3545.0000	3899.5000
Roger pradier	8R104130008	3545.0000	3899.5000
Roger pradier	8R104130009	3545.0000	3899.5000
Roger pradier	8R104147000	6945.0000	7639.5000
Roger pradier	8R104147008	6945.0000	7639.5000
Roger pradier	8R104147009	6945.0000	7639.5000
Roger pradier	8R104164000	6945.0000	7639.5000
Roger pradier	8R104164008	6945.0000	7639.5000
Roger pradier	8R104164009	6945.0000	7639.5000
Roger pradier	8R104181000	10895.0000	11984.5000
Roger pradier	8R104181008	10895.0000	11984.5000
Roger pradier	8R104181009	10895.0000	11984.5000
Roger pradier	8R104198000	10895.0000	11984.5000
Roger pradier	8R104198008	10895.0000	11984.5000
Roger pradier	8R104198009	10895.0000	11984.5000
Roger pradier	8R104215000	2395.0000	2634.5000
Roger pradier	8R104215008	2395.0000	2634.5000
Roger pradier	8R104215009	2395.0000	2634.5000
Roger pradier	8R104232000	2395.0000	2634.5000
Roger pradier	8R104232008	2395.0000	2634.5000
Roger pradier	8R104232009	2395.0000	2634.5000
Roger pradier	8R104249000	1995.0000	2194.5000
Roger pradier	8R104249008	1995.0000	2194.5000
Roger pradier	8R104249009	1995.0000	2194.5000
Roger pradier	8R104251000	1995.0000	2194.5000
Roger pradier	8R104251008	1995.0000	2194.5000
Roger pradier	8R104251009	1995.0000	2194.5000
Roger pradier	8R104253000	3945.0000	4339.5000
Roger pradier	8R104253008	3945.0000	4339.5000
Roger pradier	8R104253009	3945.0000	4339.5000
Roger pradier	8R104254000	3845.0000	4229.5000
Roger pradier	8R104254008	3845.0000	4229.5000
Roger pradier	8R104254009	3845.0000	4229.5000
Roger pradier	8R104255000	3995.0000	4394.5000
Roger pradier	8R104255008	3995.0000	4394.5000
Roger pradier	8R104255009	3995.0000	4394.5000
Roger pradier	8R104256000	3895.0000	4284.5000
Roger pradier	8R104256008	3895.0000	4284.5000
Roger pradier	8R104256009	3895.0000	4284.5000
Roger pradier	8R104257000	4345.0000	4779.5000
Roger pradier	8R104257008	4345.0000	4779.5000
Roger pradier	8R104257009	4345.0000	4779.5000
Roger pradier	8R104258000	4245.0000	4669.5000
Roger pradier	8R104258008	4245.0000	4669.5000
Roger pradier	8R104258009	4245.0000	4669.5000
Roger pradier	8R104259000	5145.0000	5659.5000
Roger pradier	8R104259008	5145.0000	5659.5000
Roger pradier	8R104259009	5145.0000	5659.5000
Roger pradier	8R104260000	5045.0000	5549.5000
Roger pradier	8R104260008	5045.0000	5549.5000
Roger pradier	8R104260009	5045.0000	5549.5000
Roger pradier	8R104261000	3995.0000	4394.5000
Roger pradier	8R104261008	3995.0000	4394.5000
Roger pradier	8R104261009	3995.0000	4394.5000
Roger pradier	8R104262000	3945.0000	4339.5000
Roger pradier	8R104262008	3945.0000	4339.5000
Roger pradier	8R104262009	3945.0000	4339.5000
Roger pradier	8R104263000	8595.0000	9454.5000
Roger pradier	8R104263008	8595.0000	9454.5000
Roger pradier	8R104263009	8595.0000	9454.5000
Roger pradier	8R104264000	8495.0000	9344.5000
Roger pradier	8R104264008	8495.0000	9344.5000
Roger pradier	8R104264009	8495.0000	9344.5000
Roger pradier	8R104265000	14145.0000	15559.5000
Roger pradier	8R104265008	14145.0000	15559.5000
Roger pradier	8R104265009	14145.0000	15559.5000
Roger pradier	8R104266000	13995.0000	15394.5000
Roger pradier	8R104266008	13995.0000	15394.5000
Roger pradier	8R104266009	13995.0000	15394.5000
Roger pradier	8R104349000	1995.0000	2194.5000
Roger pradier	8R104349008	1995.0000	2194.5000
Roger pradier	8R104349009	1995.0000	2194.5000
Roger pradier	8R104351000	1995.0000	2194.5000
Roger pradier	8R104351008	1995.0000	2194.5000
Roger pradier	8R104351009	1995.0000	2194.5000
Roger pradier	8R104353000	3945.0000	4339.5000
Roger pradier	8R104353008	3945.0000	4339.5000
Roger pradier	8R104353009	3945.0000	4339.5000
Roger pradier	8R104354000	3845.0000	4229.5000
Roger pradier	8R104354008	3845.0000	4229.5000
Roger pradier	8R104354009	3845.0000	4229.5000
Roger pradier	8R104355000	3995.0000	4394.5000
Roger pradier	8R104355008	3995.0000	4394.5000
Roger pradier	8R104355009	3995.0000	4394.5000
Roger pradier	8R104356000	3895.0000	4284.5000
Roger pradier	8R104356008	3895.0000	4284.5000
Roger pradier	8R104356009	3895.0000	4284.5000
Roger pradier	8R104357000	4345.0000	4779.5000
Roger pradier	8R104357008	4345.0000	4779.5000
Roger pradier	8R104357009	4345.0000	4779.5000
Roger pradier	8R104358000	4245.0000	4669.5000
Roger pradier	8R104358008	4245.0000	4669.5000
Roger pradier	8R104358009	4245.0000	4669.5000
Roger pradier	8R104359000	5145.0000	5659.5000
Roger pradier	8R104359008	5145.0000	5659.5000
Roger pradier	8R104359009	5145.0000	5659.5000
Roger pradier	8R104360000	5045.0000	5549.5000
Roger pradier	8R104360008	5045.0000	5549.5000
Roger pradier	8R104360009	5045.0000	5549.5000
Roger pradier	8R104361000	3995.0000	4394.5000
Roger pradier	8R104361008	3995.0000	4394.5000
Roger pradier	8R104361009	3995.0000	4394.5000
Roger pradier	8R104362000	3945.0000	4339.5000
Roger pradier	8R104362008	3945.0000	4339.5000
Roger pradier	8R104362009	3945.0000	4339.5000
Roger pradier	8R104363000	8595.0000	9454.5000
Roger pradier	8R104363008	8595.0000	9454.5000
Roger pradier	8R104363009	8595.0000	9454.5000
Roger pradier	8R104364000	8495.0000	9344.5000
Roger pradier	8R104364008	8495.0000	9344.5000
Roger pradier	8R104364009	8495.0000	9344.5000
Roger pradier	8R104365000	14145.0000	15559.5000
Roger pradier	8R104365008	14145.0000	15559.5000
Roger pradier	8R104365009	14145.0000	15559.5000
Roger pradier	8R104366000	13995.0000	15394.5000
Roger pradier	8R104366008	13995.0000	15394.5000
Roger pradier	8R104366009	13995.0000	15394.5000
Roger pradier	8R105001006	545.0000	599.5000
Roger pradier	8R105001014	545.0000	599.5000
Roger pradier	8R105001015	545.0000	599.5000
Roger pradier	8R105001046	545.0000	599.5000
Roger pradier	8R105001054	545.0000	599.5000
Roger pradier	8R105001056	545.0000	599.5000
Roger pradier	8R105001059	545.0000	599.5000
Roger pradier	8R105001101	545.0000	599.5000
Roger pradier	8R105001105	545.0000	599.5000
Roger pradier	8R105001109	545.0000	599.5000
Roger pradier	8R105002006	545.0000	599.5000
Roger pradier	8R105002014	545.0000	599.5000
Roger pradier	8R105002015	545.0000	599.5000
Roger pradier	8R105002046	545.0000	599.5000
Roger pradier	8R105002054	545.0000	599.5000
Roger pradier	8R105002056	545.0000	599.5000
Roger pradier	8R105002059	545.0000	599.5000
Roger pradier	8R105002101	545.0000	599.5000
Roger pradier	8R105002105	545.0000	599.5000
Roger pradier	8R105002109	545.0000	599.5000
Roger pradier	8R105003006	595.0000	654.5000
Roger pradier	8R105003014	595.0000	654.5000
Roger pradier	8R105003015	595.0000	654.5000
Roger pradier	8R105003046	595.0000	654.5000
Roger pradier	8R105003054	595.0000	654.5000
Roger pradier	8R105003056	595.0000	654.5000
Roger pradier	8R105003059	595.0000	654.5000
Roger pradier	8R105003101	595.0000	654.5000
Roger pradier	8R105003105	595.0000	654.5000
Roger pradier	8R105003109	595.0000	654.5000
Roger pradier	8R105004006	595.0000	654.5000
Roger pradier	8R105004014	595.0000	654.5000
Roger pradier	8R105004015	595.0000	654.5000
Roger pradier	8R105004046	595.0000	654.5000
Roger pradier	8R105004054	595.0000	654.5000
Roger pradier	8R105004056	595.0000	654.5000
Roger pradier	8R105004059	595.0000	654.5000
Roger pradier	8R105004101	595.0000	654.5000
Roger pradier	8R105004105	595.0000	654.5000
Roger pradier	8R105004109	595.0000	654.5000
Roger pradier	8R105005006	645.0000	709.5000
Roger pradier	8R105005014	645.0000	709.5000
Roger pradier	8R105005015	645.0000	709.5000
Roger pradier	8R105005046	645.0000	709.5000
Roger pradier	8R105005054	645.0000	709.5000
Roger pradier	8R105005056	645.0000	709.5000
Roger pradier	8R105005059	645.0000	709.5000
Roger pradier	8R105005101	645.0000	709.5000
Roger pradier	8R105005105	645.0000	709.5000
Roger pradier	8R105005109	645.0000	709.5000
Roger pradier	8R105006006	645.0000	709.5000
Roger pradier	8R105006014	645.0000	709.5000
Roger pradier	8R105006015	645.0000	709.5000
Roger pradier	8R105006046	645.0000	709.5000
Roger pradier	8R105006054	645.0000	709.5000
Roger pradier	8R105006056	645.0000	709.5000
Roger pradier	8R105006059	645.0000	709.5000
Roger pradier	8R105006101	645.0000	709.5000
Roger pradier	8R105006105	645.0000	709.5000
Roger pradier	8R105006109	645.0000	709.5000
Roger pradier	8R106001000	380.0000	418.0000
Roger pradier	8R106001001	380.0000	418.0000
Roger pradier	8R106001015	380.0000	418.0000
Roger pradier	8R106001019	380.0000	418.0000
Roger pradier	8R106001023	380.0000	418.0000
Roger pradier	8R106001046	380.0000	418.0000
Roger pradier	8R106001054	380.0000	418.0000
Roger pradier	8R106001056	380.0000	418.0000
Roger pradier	8R106001059	380.0000	418.0000
Roger pradier	8R106001067	380.0000	418.0000
Roger pradier	8R106001082	745.0000	819.5000
Roger pradier	8R106001084	745.0000	819.5000
Roger pradier	8R106001134	380.0000	418.0000
Roger pradier	8R106002000	380.0000	418.0000
Roger pradier	8R106002001	380.0000	418.0000
Roger pradier	8R106002015	380.0000	418.0000
Roger pradier	8R106002019	380.0000	418.0000
Roger pradier	8R106002023	380.0000	418.0000
Roger pradier	8R106002046	380.0000	418.0000
Roger pradier	8R106002054	380.0000	418.0000
Roger pradier	8R106002056	380.0000	418.0000
Roger pradier	8R106002059	380.0000	418.0000
Roger pradier	8R106002067	380.0000	418.0000
Roger pradier	8R106002082	745.0000	819.5000
Roger pradier	8R106002084	745.0000	819.5000
Roger pradier	8R106002134	380.0000	418.0000
Roger pradier	8R106003000	375.0000	412.5000
Roger pradier	8R106003001	375.0000	412.5000
Roger pradier	8R106003015	375.0000	412.5000
Roger pradier	8R106003019	375.0000	412.5000
Roger pradier	8R106003023	375.0000	412.5000
Roger pradier	8R106003046	375.0000	412.5000
Roger pradier	8R106003054	375.0000	412.5000
Roger pradier	8R106003056	375.0000	412.5000
Roger pradier	8R106003059	375.0000	412.5000
Roger pradier	8R106003067	375.0000	412.5000
Roger pradier	8R106003082	745.0000	819.5000
Roger pradier	8R106003084	745.0000	819.5000
Roger pradier	8R106003134	375.0000	412.5000
Roger pradier	8R106004000	375.0000	412.5000
Roger pradier	8R106004001	375.0000	412.5000
Roger pradier	8R106004015	375.0000	412.5000
Roger pradier	8R106004019	375.0000	412.5000
Roger pradier	8R106004023	375.0000	412.5000
Roger pradier	8R106004046	375.0000	412.5000
Roger pradier	8R106004054	375.0000	412.5000
Roger pradier	8R106004056	375.0000	412.5000
Roger pradier	8R106004059	375.0000	412.5000
Roger pradier	8R106004067	375.0000	412.5000
Roger pradier	8R106004082	745.0000	819.5000
Roger pradier	8R106004084	745.0000	819.5000
Roger pradier	8R106004134	375.0000	412.5000
Roger pradier	8R106005000	645.0000	709.5000
Roger pradier	8R106005001	645.0000	709.5000
Roger pradier	8R106005015	645.0000	709.5000
Roger pradier	8R106005019	645.0000	709.5000
Roger pradier	8R106005023	645.0000	709.5000
Roger pradier	8R106005046	645.0000	709.5000
Roger pradier	8R106005054	645.0000	709.5000
Roger pradier	8R106005056	645.0000	709.5000
Roger pradier	8R106005059	645.0000	709.5000
Roger pradier	8R106005067	645.0000	709.5000
Roger pradier	8R106005082	1045.0000	1149.5000
Roger pradier	8R106005084	1045.0000	1149.5000
Roger pradier	8R106005134	645.0000	709.5000
Roger pradier	8R106006000	645.0000	709.5000
Roger pradier	8R106006001	645.0000	709.5000
Roger pradier	8R106006015	645.0000	709.5000
Roger pradier	8R106006019	645.0000	709.5000
Roger pradier	8R106006023	645.0000	709.5000
Roger pradier	8R106006046	645.0000	709.5000
Roger pradier	8R106006054	645.0000	709.5000
Roger pradier	8R106006056	645.0000	709.5000
Roger pradier	8R106006059	645.0000	709.5000
Roger pradier	8R106006067	645.0000	709.5000
Roger pradier	8R106006082	1045.0000	1149.5000
Roger pradier	8R106006084	1045.0000	1149.5000
Roger pradier	8R106006134	645.0000	709.5000
Roger pradier	8R106007000	1095.0000	1204.5000
Roger pradier	8R106007001	1095.0000	1204.5000
Roger pradier	8R106007015	1095.0000	1204.5000
Roger pradier	8R106007019	1095.0000	1204.5000
Roger pradier	8R106007023	1095.0000	1204.5000
Roger pradier	8R106007046	1095.0000	1204.5000
Roger pradier	8R106007054	1095.0000	1204.5000
Roger pradier	8R106007056	1095.0000	1204.5000
