sku	name	price	cost
HV9762-IP54-480-5K-10M	HV9762-IP20-480-5K-10M - 14.4w IP20 24v DC 5500K CSP Dotless LED Strip 10m Roll - 5000K	452.1825	218.2950
HV9762-IP67-480-3K	HV9762-IP67-480-3K - 14.4w IP67 24v DC 3000K CSP Dotless LED Strip	51.9970	25.1020
HV9762-IP67-480-4K	HV9762-IP67-480-4K - 14.4w IP67 24v DC 4000K CSP Dotless LED Strip	51.9970	25.1020
HV9762-IP67-480-5K	HV9762-IP67-480-5K - 14.4w IP67 24v DC 5500K CSP Dotless LED Strip - 5000K	51.9970	25.1020
HV9762-IP67-480-3K-10M	HV9762-IP67-480-3K-10M - 14.4w IP67 24v DC 3000K CSP Dotless LED Strip 10m Roll	485.6775	234.4650
HV9762-IP67-480-4K-10M	HV9762-IP67-480-4K-10M - 14.4w IP67 24v DC 4000K CSP Dotless LED Strip 10m Roll	485.6775	234.4650
HV9762-IP67-480-5K-10M	HV9762-IP67-480-5K-10M - 14.4w IP67 24v DC 5500K CSP Dotless LED Strip 10m Roll - 5000K	485.6775	234.4650
HV9722-IP20-64-3K	HV9722-IP20-64-3K - 4.8w 24v DC IP20 LED Strip 3000k	26.7960	12.9360
HV9722-IP20-64-4K	HV9722-IP20-64-4K - 4.8w 24v DC IP20 LED Strip 4000k	26.7960	12.9360
HV9722-IP20-64-5K	HV9722-IP20-64-5K - 4.8w 24v DC IP20 LED Strip 5500k	26.7960	12.9360
HV9722-IP20-64-3K-30M	HV9722-IP20-64-3K-10M - 4.8w 24v DC IP20 LED Strip 3000k 30m Roll	703.3950	339.5700
HV9722-IP20-64-4K-30M	HV9722-IP20-64-4K-10M - 4.8w 24v DC IP20 LED Strip 4000k 30m Roll	703.3950	339.5700
HV9722-IP20-64-5K-30M	HV9722-IP20-64-5K-10M - 4.8w 24v DC IP20 LED Strip 5500k 30m Roll	703.3950	339.5700
HV9722-IP20-128-3K	HV9722-IP20-128-3K - 9.6w 24v DC IP20 LED Strip 3000k	41.9485	20.2510
HV9722-IP20-128-4K	HV9722-IP20-128-4K - 9.6w 24v DC IP20 LED Strip 4000k	41.9485	20.2510
HV9722-IP20-128-5K	HV9722-IP20-128-5K - 9.6w 24v DC IP20 LED Strip 5500k	41.9485	20.2510
HV9722-IP20-128-3K-30M	HV9722-IP20-128-3K-10M - 9.6w 24v DC IP20 LED Strip 3000k 10m Roll	1155.5775	557.8650
HV9722-IP20-128-4K-30M	HV9722-IP20-128-4K-10M - 9.6w 24v DC IP20 LED Strip 4000k 10m Roll	1155.5775	557.8650
HV9722-IP20-128-5K-30M	HV9722-IP20-128-5K-10M - 9.6w 24v DC IP20 LED Strip 5500k 10m Roll	1155.5775	557.8650
HV9782-IP20-80-3K	HV9782-IP20-80-3K - 14.4w 24v DC IP20 LED Strip 3000k	48.6475	23.4850
HV9782-IP20-80-4K	HV9782-IP20-80-3K - 14.4w 24v DC IP20 LED Strip 3000k - 4000K	48.6475	23.4850
HV9782-IP20-80-5K	HV9782-IP20-80-3K - 14.4w 24v DC IP20 LED Strip 3000k - 5500K	48.6475	23.4850
HV9782-IP20-80-3K-30M	HV9782-IP20-80-3K-30M - 14.4w 24v DC IP20 LED Strip 3000k 30m Roll	1356.5475	654.8850
HV9782-IP20-80-4K-30M	HV9782-IP20-80-4K-30M - 14.4w 24v DC IP20 LED Strip 4000k 30m Roll	1356.5475	654.8850
HV9782-IP20-80-5K-30M	HV9782-IP20-80-5K-30M - 14.4w 24v DC IP20 LED Strip 5500k 30m Roll	1356.5475	654.8850
HV9731-IP20-180-3K	HV9731-IP20-180-3K - 4.8w IP20 Micro LED Strip 3000k	28.5505	13.7830
HV9731-IP20-180-4K	HV9731-IP20-180-3K - 4.8w IP20 Micro LED Strip 3000k - 4000K	28.5505	13.7830
HV9731-IP20-180-5K	HV9731-IP20-180-3K - 4.8w IP20 Micro LED Strip 3000k - 5500K	28.5505	13.7830
HV9731-IP20-180-3K-30M	HV9731-IP20-180-3K-30M - 4.8w IP20 Micro LED Strip 3000k 30m Roll	753.6375	363.8250
HV9731-IP20-180-4K-30M	HV9731-IP20-180-4K-30M - 4.8w IP20 Micro LED Strip 4000k 30m Roll	753.6375	363.8250
HV9731-IP20-180-5K-30M	HV9731-IP20-180-5K-30M - 4.8w IP20 Micro LED Strip 5500k 30m Roll	753.6375	363.8250
HV9733-IP20-180-3K	HV9733-IP20-180-3K - 9.6w IP20 Micro LED Strip 3000k	38.5990	18.6340
HV9733-IP20-180-4K	HV9733-IP20-180-4K - 9.6w IP20 Micro LED Strip 4000k	38.5990	18.6340
HV9733-IP20-180-5K	HV9733-IP20-180-5K - 9.6w IP20 Micro LED Strip 5500k	38.5990	18.6340
HV9733-IP20-180-3K-30M	HV9733-IP20-180-3K-3 M- 9.6w IP20 Micro LED Strip 3000k 30m Roll	1055.0925	509.3550
HV9733-IP20-180-4K-30M	HV9733-IP20-180-3K-3 M- 9.6w IP20 Micro LED Strip 3000k 30m Roll - 4000K	1055.0925	509.3550
HV9733-IP20-180-5K-30M	HV9733-IP20-180-3K-3 M- 9.6w IP20 Micro LED Strip 3000k 30m Roll - 5500K	1055.0925	509.3550
HV9734-IP20-240-3K	HV9734-IP20-240-3K - 14.4w IP20 Micro LED Strip 3000k	48.6475	23.4850
HV9734-IP20-240-4K	HV9734-IP20-240-4K - 14.4w IP20 Micro LED Strip 4000k	48.6475	23.4850
HV9734-IP20-240-5K	HV9734-IP20-240-5K - 14.4w IP20 Micro LED Strip 5500k	48.6475	23.4850
HV9734-IP20-240-3K-30M	HV9734-IP20-240-3K-30M - 14.4w IP20 Micro LED Strip 3000k 30m Roll	1356.5475	654.8850
HV9734-IP20-240-4K-30M	HV9734-IP20-240-4K-30M - 14.4w IP20 Micro LED Strip 4000k 30m Roll	1356.5475	654.8850
HV9734-IP20-240-5K-30M	HV9734-IP20-240-5K-30M - 14.4w IP20 Micro LED Strip 5500k 30m Roll	1356.5475	654.8850
HV9735-IP20-240-3K	HV9734-IP20-240-3K - 14.4w IP20 Micro LED Strip 3000k	58.6960	28.3360
HV9735-IP20-240-4K	HV9734-IP20-240-4K - 14.4w IP20 Micro LED Strip 4000k	58.6960	28.3360
HV9735-IP20-240-5K	HV9734-IP20-240-5K - 14.4w IP20 Micro LED Strip 5500k	58.6960	28.3360
HV9735-IP20-240-3K-30M	HV9734-IP20-240-3K-30M - 14.4w IP20 Micro LED Strip 3000k 30m Roll	1658.0025	800.4150
HV9735-IP20-240-4K-30M	HV9734-IP20-240-4K-30M - 14.4w IP20 Micro LED Strip 4000k 30m Roll	1658.0025	800.4150
HV9735-IP20-240-5K-30M	HV9734-IP20-240-5K-30M - 14.4w IP20 Micro LED Strip 5500k 30m Roll	1658.0025	800.4150
HV9768-IP67-280-3K	HV9768-IP67-280-3K - 9.6w IP67 24v DC Flexible LED Strip 3000k	53.5920	25.8720
HV9768-IP67-280-4K	HV9768-IP67-280-4K - 9.6w IP67 24v DC Flexible LED Strip 4000k	53.5920	25.8720
HV9768-IP67-280-5K	HV9768-IP67-280-5K - 9.6w IP67 24v DC Flexible LED Strip 5500k	53.5920	25.8720
HV9768-IP67-280-3K-20M	HV9768-IP67-280-3K-20M - 9.6w IP67 24v DC Flexible LED Strip 3000k 20m Roll	1004.8500	485.1000
HV9768-IP67-280-4K-20M	HV9768-IP67-280-4K-20M - 9.6w IP67 24v DC Flexible LED Strip 4000k 20m Roll	1004.8500	485.1000
HV9768-IP67-280-5K-20M	HV9768-IP67-280-5K-20M - 9.6w IP67 24v DC Flexible LED Strip 5500k 20m Roll	1004.8500	485.1000
HV9769-IP67-280-3K	HV9769-IP67-280-3K - 14.4w IP67 24v DC Flexible LED Strip 3000k	62.0455	29.9530
HV9769-IP67-280-4K	HV9769-IP67-280-4K - 14.4w IP67 24v DC Flexible LED Strip 4000k	62.0455	29.9530
HV9769-IP67-280-5K	HV9769-IP67-280-5K - 14.4w IP67 24v DC Flexible LED Strip 5500k	62.0455	29.9530
HV9769-IP67-280-3K-20M	HV9769-IP67-280-3K-20M - 14.4w IP67 24v DC Flexible LED Strip 3000k 20m roll	1172.3250	565.9500
HV9769-IP67-280-4K-20M	HV9769-IP67-280-4K-20M - 14.4w IP67 24v DC Flexible LED Strip 4000k 20m roll	1172.3250	565.9500
HV9769-IP67-280-5K-20M	HV9769-IP67-280-5K-20M - 14.4w IP67 24v DC Flexible LED Strip 5500k 20m roll	1172.3250	565.9500
HV9761-IP20-608-CT	HV9761-IP20-608-CT - 14.4w IP20 24v DC Control Temperature COB Dotless LED Strip	33.4950	16.1700
HV9761-IP20-608-CT-30M	HV9761-IP20-608-CT-30M - 14.4w IP20 24v DC Control Temperature COB Dotless LED Strip 30m Roll	904.3700	485.1000
HV9761-IP54-608-CT	4.4w IP54 24v DC Control Temperature COB Dotless LED Strip HV9761-IP54-608-CT	40.1940	19.4040
HV9761-IP54-608-CT-10M	4.4w IP54 24v DC Control Temperature COB Dotless LED Strip HV9761-IP54-608-CT-10M	368.4500	177.8700
HV9761-IP67-608-CT	HV9761-IP67-608-CT - 14.4w IP67 24v DC CT COB Dotless LED Strip	43.5435	21.0210
HV9761-IP67-608-CT-10M	HV9761-IP67-608-CT-10M - 14.4w IP67 24v DC CT COB Dotless LED Strip 10m Roll	401.9400	194.0400
HV9791-IP67-140-4K	HV9791-IP67-140-4K - 9.6w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip 4000k	63.6405	30.7230
HV9791-IP67-140-5K	HV9791-IP67-140-5K - 9.6w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip 5500k	63.6405	30.7230
HV9791-IP67-140-3K-20M	HV9791-IP67-140-3K-20M - 9.6w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip 3000k 20m Roll	1205.8200	582.1200
HV9791-IP67-140-4K-20M	HV9791-IP67-140-4K-20M - 9.6w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip 4000k 20m Roll	1205.8200	582.1200
HV9791-IP67-140-5K-20M	HV9791-IP67-140-5K-20M - 9.6w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip 5500k 20m Roll	1205.8200	582.1200
HV9791-MC	2x mounting clips to suit HV9791 HAVIFLEX	3.3495	1.6170
HV9791-ALU	Aluminium Channel to suit HV9791 HAVIFLEX Flexible Strip Per Metre	18.5020	8.9320
HV9791-PVC-CHANNEL	Plastic Channel to suit HV9791 HAVIFLEX Flexible Strip 1000mm Length	10.0485	4.8510
HV9791-PVC-CHANNEL-2M	Plastic Channel to suit HV9791 HAVIFLEX Flexible Strip 2000mm Length	18.5020	8.9320
HV9792-IP67-140-3K	HV9792-IP67-140-3K - 14.4w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip 3000k	70.3395	33.9570
HV9792-IP67-140-4K	HV9792-IP67-140-4K - 14.4w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip 4000k	70.3395	33.9570
HV9792-IP67-140-5K	HV9792-IP67-140-5K - 14.4w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip 5500k	70.3395	33.9570
HV9792-IP67-336-RGB	HV9792-IP67-336-RGB - 14.4w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip RGB	92.1910	44.5060
HV9792-IP67-140-3K-20M	HV9792-IP67-140-3K-20M - 14.4w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip 3000k 20m Roll	1339.8000	646.8000
HV9792-IP67-140-4K-20M	HV9792-IP67-140-4K-20M - 14.4w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip 4000k 20m Roll	1339.8000	646.8000
HV9792-IP67-140-5K-20M	HV9792-IP67-140-5K-20M - 14.4w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip 5500k 20m Roll	1339.8000	646.8000
HV9792-IP67-336-RGB-20M	HV9792-IP67-336-RGB-20m - 14.4w IP67 24v DC HaviFlex Side Bend Flexible Neon LED Strip RGB 20m Roll	1775.2350	857.0100
HV9792-MC	2x mounting clips to suit HV9792 - IP67/Metre	3.3495	1.6170
HV9792-ALU	HV9792-ALU - Aluminium Channel to suit HV9792 Flexible Side Bend Neon LED Strip	18.5020	8.9320
HV9792-PVC-CHANNEL	HV9792-PVC-Channel - PVC Channel to suit HV9792 Side Bend Flexible Neon LED Strip	11.8030	5.6980
HV9792-PVC-CHANNEL-2M	HV9792-PVC-Channel - PVC Channel to suit HV9792 Side Bend Flexible Neon LED Strip	21.8515	10.5490
HV9795-IP67-200-3K	HV9795-IP67-200-3K - 14.4w IP67 24v DC Side Bend HaviFlex Flexible Neon LED Strip 3000k	92.1910	44.5060
HV9795-IP67-200-4K	HV9795-IP67-200-3K - 14.4w IP67 24v DC Side Bend HaviFlex Flexible Neon LED Strip 3000k - 4000K	92.1910	44.5060
HV9795-IP67-200-5K	HV9795-IP67-200-3K - 14.4w IP67 24v DC Side Bend HaviFlex Flexible Neon LED Strip 3000k - 5500K	92.1910	44.5060
HV9795-IP67-200-RGBW	HV9795-IP67-200-RGBW - 14.4w IP67 24v DC Side Bend HaviFlex Flexible Neon LED Strip RGBW	103.8345	50.1270
HV9795-IP67-200-3K-20M	HV9795-IP67-200-3K-20M - 14.4w IP67 24v DC Side Bend HaviFlex Flexible Neon LED Strip 3000k 20m Roll	1775.2350	857.0100
HV9795-IP67-200-4K-20M	HV9795-IP67-200-4K-20M - 14.4w IP67 24v DC Side Bend HaviFlex Flexible Neon LED Strip 4000k 20m Roll	1775.2350	857.0100
HV9795-IP67-200-5K-20M	HV9795-IP67-200-5K-20M - 14.4w IP67 24v DC Side Bend HaviFlex Flexible Neon LED Strip 5500k 20m Roll	1775.2350	857.0100
HV9795-IP67-200-RGBW-20M	HV9795-IP67-200-RGBW-20M - 14.4w IP67 24v DC Side Bend HaviFlex Flexible Neon LED Strip RGBW 20m Roll	2009.7000	970.2000
HV9795-ALU	Aluminium channel 1 Metre length to suit HV9795 HAVIFLEX	20.0970	9.7020
HV9795-1-ALU	Aluminium channel length to suit HV9795 HAVIFLEX - Per Metre up to 3000mm	20.0970	9.7020
HV9795-ALU-BEND	Bendable channel 1 Metre length ( 2x500mm) to suit HV9795 HAVIFLEX	50.2425	24.2550
HV9795-MC	2x mounting clips to suit HV9795 HAVIFLEX	5.1040	2.4640
HV9795-REC	Bottom Entry Solderless Connection Cap	13.3980	6.4680
HV9795-LSEC	Left Side Entry Solderless Connection Cap	13.3980	6.4680
HV9795-RSEC	Right Side Entry Solderless Connection Cap	13.3980	6.4680
HV9795-SPI-T-CONNECTOR	T-Shape connector for SPI Haviflex LED Strip	20.0970	9.7020
HV9795-SPI-M-CONNECTOR	Male connector for SPI Haviflex LED Strip	20.0970	9.7020
HV9795-SPI-F-CONNECTOR	Female connector for SPI Haviflex LED Strip	20.0970	9.7020
HV9795-IP67-200-SPIRGB	HV9795-IP67-200-SPIRGB - 20w IP67 24v DC Side Bend Chasing RGB LED Strip - RGBW	108.9385	52.5910
HV9795-IP67-200-SPIRGB-20M	HV9795-IP67-200-SPIRGB-20M - 20w IP67 24v DC Side Bend Chasing RGB LED Strip 20m Roll - RGBW	2110.1850	1018.7100
HV9796-IP67-200-3K	HV9796-IP67-200-3K - 14.4w IP67 24v DC Top Bend HaviFlex Flexible Neon LED Strip 3000k	92.1910	44.5060
HV9796-IP67-200-4K	HV9796-IP67-200-4K - 14.4w IP67 24v DC Top Bend HaviFlex Flexible Neon LED Strip 4000k	92.1910	44.5060
HV9796-IP67-200-5K	HV9796-IP67-200-5K - 14.4w IP67 24v DC Top Bend HaviFlex Flexible Neon LED Strip 5500k	92.1910	44.5060
HV9796-IP67-200-RGBW	HV9796-IP67-200-RGBW - 14.4w IP67 24v DC Top Bend HaviFlex Flexible Neon LED Strip RGBW	103.8345	50.1270
HV9796-IP67-200-3K-20M	HV9796-IP67-200-3K-20M - 14.4w IP67 24v DC Top Bend HaviFlex Flexible Neon LED Strip 3000k 20m Roll	1775.2350	857.0100
HV9796-IP67-200-4K-20M	HV9796-IP67-200-4K-20M - 14.4w IP67 24v DC Top Bend HaviFlex Flexible Neon LED Strip 4000k 20m Roll	1775.2350	857.0100
HV9796-IP67-200-5K-20M	HV9796-IP67-200-5K-20M - 14.4w IP67 24v DC Top Bend HaviFlex Flexible Neon LED Strip 5500k 20m Roll	1775.2350	857.0100
HV9796-IP67-200-RGBW-20M	HV9796-IP67-200-RGBW-20M - 14.4w IP67 24v DC Top Bend HaviFlex Flexible Neon LED Strip RGBW 20m Roll	2009.7000	970.2000
HV9796-ALU	HV9796-ALU-BEND - Bendable Channel to suit HV9796 HAVIFLEX	20.0970	9.7020
HV9796-1-ALU	HV9796-1-ALU - Aluminium Channel to suit HV9796 Flexible Neon LED Strip	20.0970	9.7020
HV9796-ALU-BEND	HV9796-1-ALU - Aluminium Channel to suit HV9796 Flexible Neon LED Strip	50.2425	24.2550
HV9796-MC	2x mounting clips to suit HV9796 HAVIFLEX	5.1040	2.4640
HV9796-REC	Bottom Entry Solderless Connection Cap	13.3980	6.4680
HV9796-LSEC	Left Side Entry Solderless Connection Cap	13.3980	6.4680
HV9796-RSEC	Right Side Entry Solderless Connection Cap	13.3980	6.4680
HV9797-IP68-1018-2K	HV9797-IP68-1018-2K - 10W IP68 2700K 24v DC Side Bend Haviflex LED Strip	108.9385	52.5910
HV9797-IP68-1018-3K	HV9797-IP68-1018-3K - 10W IP68 3000K 24v DC Side Bend Haviflex LED Strip	108.9385	52.5910
HV9797-IP68-1018-4K	HV9797-IP68-1018-4K - 10W IP68 4000K 24v DC Side Bend Haviflex LED Strip	108.9385	52.5910
HV9797-IP68-1018-6K	HV9797-IP68-1018-6K - 10W IP68 6000K 24v DC Side Bend Haviflex LED Strip - 6500K	108.9385	52.5910
HV9797-IP68-1018-RGB	HV9797-IP68-1018-RGB - 5W IP68 RGB 24v DC Side Bend Haviflex LED Strip	117.2325	56.5950
HV9797-IP68-1018-RGBN	HV9797-IP68-1018-RGBN - 5W IP68 RGB + 4000K 24v DC Side Bend Haviflex LED Strip	125.6860	60.6760
HV9797-IP68-1018-RGBW	HV9797-IP68-1018-RGBW - 5W IP68 RGB + 3000K 24v DC Side Bend Haviflex LED Strip	125.6860	60.6760
HV9797-1018-MC	2x Plastic Mounting Clips to Suit 10mm x 18mm IP68 Haviflex	6.6990	3.2340
HV9797-1018-PC	Plastic Mounting Channel to Suit 10mm x 18mm IP68 Haviflex - 950mm Length	23.4465	11.3190
HV9798-IP68-2013-2K	HV9798-IP68-2013-2K - 10W IP68 2700K 24v DC Top Bend Haviflex LED Strip	108.9385	52.5910
HV9798-IP68-2013-3K	HV9798-IP68-2013-3K - 10W IP68 3000K 24v DC Top Bend Haviflex LED Strip	108.9385	52.5910
HV9798-IP68-2013-4K	HV9798-IP68-2013-4K - 10W IP68 4000K 24v DC Top Bend Haviflex LED Strip	108.9385	52.5910
HV9798-IP68-2013-6K	HV9798-IP68-2013-6K - 10W IP68 6000K 24v DC Top Bend Haviflex LED Strip - 6500K	108.9385	52.5910
HV9798-IP68-2013-RGB	HV9798-IP68-2013-RGB - 5W IP68 RGB 24v DC Top Bend Haviflex LED Strip	117.2325	56.5950
HV9798-IP68-2013-RGBN	HV9798-IP68-2013-RGBN - 5W IP68 RGB + 4000K 24v DC Top Bend Haviflex LED Strip	125.6860	60.6760
HV9798-IP68-2013-RGBW	HV9798-IP68-2013-RGBW - 5W IP68 RGB + 3000K 24v DC Top Bend Haviflex LED Strip	125.6860	60.6760
HV9798-2013-MC	2x Plastic Mounting Clips to Suit 20mm x 13mm IP68 Haviflex	6.6990	3.2340
HV9798-2013-PC	Plastic Mounting Channel to Suit 20mm x 13mm IP68 Haviflex - 950mm Length	23.4465	11.3190
HV9760-IP20-320-3K-50M	HV9760-IP20-320-3K-50M - 4.8w IP20 COB LED Strip 3000k 50m Roll	586.1625	282.9750
HV9760-IP20-320-4K-50M	HV9760-IP20-320-4K-50M - 4.8w IP20 COB LED Strip 4000k 50m Roll	586.1625	282.9750
HV9760-IP20-320-5K-50M	HV9760-IP20-320-5K-50M - 4.8w IP20 COB LED Strip 5500k 50m Roll	586.1625	282.9750
HV9761-IP20-320-3K-50M	HV9761-IP20-320-3K-50M - 9.6w IP20 COB LED Strip 3000k 50m Roll	921.1125	444.6750
HV9761-IP20-320-4K-50M	HV9761-IP20-320-4K-50M - 9.6w IP20 COB LED Strip 4000k 50m Roll	921.1125	444.6750
HV9761-IP20-320-5K-50M	HV9761-IP20-320-5K-50M - 9.6w IP20 COB LED Strip 5500k 50m Roll	921.1125	444.6750
VPR9760IP54-320-2M	VPR9760IP54-320-2M - Viper COB 5w Per Metre 2m LED Strip kit 3000k	60.2910	29.1060
VPR9761IP54-320-2M	VPR9761IP54-320-2M - Viper COB 5w Per Metre 2m LED Strip kit 4000k	60.2910	29.1060
VPR9762IP54-320-2M	VPR9762IP54-320-2M - Viper COB 5w Per Metre 2m LED Strip kit 5500k	60.2910	29.1060
VPR9763IP54-320-2M	VPR9763IP54-320-2M - Viper COB 10w Per Metre 2m LED Strip kit 3000k	70.3395	33.9570
VPR9764IP54-320-2M	VPR9764IP54-320-2M - Viper COB 10w Per Metre 2m LED Strip kit 4000k	70.3395	33.9570
VPR9765IP54-320-2M	VPR9765IP54-320-2M - Viper COB 10w Per Metre 2m LED Strip kit 5500k	70.3395	33.9570
VPR9760IP54-320-5M	VPR9760IP54-320-5M - Viper COB 5w Per Metre 5m LED Strip kit 3000k	108.9385	52.5910
VPR9761IP54-320-5M	VPR9761IP54-320-5M - Viper COB 5w Per Metre 5m LED Strip kit 4000k	108.9385	52.5910
VPR9762IP54-320-5M	VPR9762IP54-320-5M - Viper COB 5w Per Metre 5m LED Strip kit 5500k	108.9385	52.5910
VPR9763IP54-320-5M	VPR9763IP54-320-5M - Viper COB 10w Per Metre 5m LED Strip kit 3000k	130.6305	63.0630
VPR9764IP54-320-5M	VPR9764IP54-320-5M - Viper COB 10w Per Metre 5m LED Strip kit 4000k	130.6305	63.0630
VPR9765IP54-320-5M	VPR9765IP54-320-5M - Viper COB 10w Per Metre 5m LED Strip kit 5500k	130.6305	63.0630
VPR9752IP54-72-5M	VPR9752IP54-72-5M - VIPER 7.2w 5m HaviSMART RGBCW LED Strip kit	132.3850	63.9100
